A,B,C
5426,-812608549839.61,865.15
3990,-9001915.0,-472585834022.81
3220,786.5342,-82229978.0
2328,251375599425.6,34106.293035833
7398,-3.132,-32202443.84417
1782,680293512040443.0,-73080691975.853
4010,75.8793948,-878937.83398
4265,7862549.24,-5907785242.0
948,144031751139.2,-72572896.6342682
8604,9344003815.24675,-5547209408773.0
7684,8344240592535.24,779500782081840.0
7502,-5.31632303314213,-437751.302
5866,252.78,-397.36683401634
4633,3213034054.733,3468206817145.0
2040,-6024.28,25067144614353.0
1941,3.6715091234699,-32857641472.0
8486,-5380021404.6,71048.551271
5667,-193.182,-8503824473.15443
1812,9624043212.463,-21852.1
2706,-841212.262737292,-3825104452855.0
4222,-1341856.8105,-7439103979.6132
2492,-10.7369137,-529765874.7
7183,61874977724228.0,36542722.6069
6587,-3338.3072678524,904451725775.8
5422,-5.73777,907587999304.12
5339,622566986.3,86.18991702543
7048,8.5510859869,-4344142.651636
8206,-262620773523.2,68179521847735.0
4343,-748961992.773402,3187.5058237
4186,56573.57511,6853491864.109
3269,5766951080.47,10450108532580.7
8903,-42943913280.7,359456996584.0
3618,69.621522837399,45535313710450.0
9510,68259952.36,7363.38683878
3369,-29.11705738894,586897807194.3
4411,-896.326896026402,5878662.928492
8542,-2183.44850801,5692909332686.23
6721,-243282690.0,-43463.867762177
6747,4878.817,664586466605.54
415,-61207924644150.0,-13068640739413.0
8735,9598.29,328.257166189
6726,60.2668,6.8879709688906
4258,-89.759006,2675355592.7012
4186,73672918.6,-468.62712736
1597,21.76939698553,-24517.627200996
3385,486.54052,-1170194.0
4940,-921.0,1862630197319.0
5963,709.9986,321736628.0
3531,-53032188979159.0,-5.93
3048,112.851,-0.319816
6071,94.44572,-4376577934916.3
5217,843.0,4449.26
1532,577259837204.0,-89910.5938977
7451,-213496.749793633,1996622528782.2
5939,3.9096553,-49.0
1114,9584782837.0,-6257728.728672
8997,82.529692037,-295491064577366.0
6932,12.2,6034.0
1003,-9510139.2756223,619792.0
8909,6358176254846.0,-40263.72752904
1657,-213.2687862,-412897421423664.0
8258,-7852867519.553,12007269809.0
4992,79345432080055.3,-1045101978247.0
9298,-45218608857.7,75755269908122.0
4941,97969749997307.0,8.6114483
3016,8015.7324,-73437371116686.0
4800,31440362444950.3,694096047871.715
9110,3686.0,-6915273570.173
8976,7.8813310873,-39336441.449595
5172,-4093855.16882808,-17535.96590004
8568,-349.0,941592156.357949
9575,-7783057357294.0,81510565185.543
1924,8983887.9281,5064.6120793388
8600,-51536.7,-814062.35797496
1263,-69.39209442039,2681005968764.0
119,-3163.8131921,-12246069928.651
9798,864024620020.559,-7918123616.245
2572,813002.6023,-593936237086601.0
5043,866.409395144,20317510750.0
303,-64379382261.8437,698736.27
9953,-92107730.0,-884490847091053.0
1684,722274579.769,-97567952625.88
1061,3976868.966,80174075.1
1000,-2285137632410.0,-6591.641139275
5641,-6.7,-3179938261692.7
6766,606.2,-91.421275454
44,-8539064627.15874,-74651320447491.8
994,-230524519.12,-8009.899924303
2351,997272459.0,2973306603.26
8200,9.466719,296.400802
3811,554388895688.2,3076407.992
5818,934951.427,6632.366
4496,-128109980998.8,-63985.0
8810,-44206728.976,-44.58
6128,-150253288.71,910.66
1421,3111155.554461,468455899543109.0
5944,35945747.6,190137.0
6328,63.36300772584,-200.7906233
5188,-961267969886838.0,-3.983109635917
671,61269679798.7,-74.516237
8767,-6609549900.0,9264192.8978138
1267,672.933643,108964885810.46
5556,7016.9847,-126777.55014
9217,-37479448586.19,-9865796943.397
1247,-1684.725,-72632553060863.0
9692,-78967041.17,870655746.3
312,5.380786,26216621405.17
1861,6899103457127.22,-267015.68
6262,-294699500964.81,80165164424.0
1816,-806212888273.7,1775261.697
9936,-3166.31286,-7896232509.0
3615,-503.5070668293,-453.626647359
5644,-4554062.14678,395867.32355491
4534,-24848600346297.8,-74.43
8367,-4865605037.0,-20718.31195237
7995,-73.46047125687,3046255.6852983
1271,59.278493208,-200.774778
159,46051469.762,683408923590895.0
48,-845.799340422,8147366403.47182
1360,388341380660342.0,29557501.8
8749,-611332493412277.0,64852879.0
2276,28467363213181.0,-839445056819.0
2142,3.230833,-51961.7557899277
5558,286772.99848,-96960767621.272
2199,9251.8825,2929974405670.0
4096,9217.8466,-702917228508.0
6001,-8721368959.3275,-7215906.0
9767,-6786487.1,-982.81264795
9146,-54719127910253.4,-6396060.9171414
3426,67591.68,500357457.0
6775,679400986.0,-14659.79
4207,7750.269253,-177693070924.0
2177,260292307.2579,83.807586888646
5182,59055817.8,-543250.71634657
7888,-209917032449.0,-94592.940002
2601,-7200078923061.0,4213.0
1841,-80.1768207,6953.572
1323,-8448190.255892,2191089328.159
8957,2422.923778,-516493.3741
3203,-775150.47,-63.2596571
1361,-22600320.9027,-55700364837.5
9901,3871.5007,6923363418192.0
6896,-35780777044211.5,3453591515219.47
5569,958590.2,42900085777.1247
2360,-77894405.2573,841248295360.2
2609,7879420106.0,-5815389.6751033
5564,8239255678.388,-6.551
2249,622568726799533.0,-896751.645988078
7190,43931.616,7601908563.56724
8041,-9294966771854.0,-64010456298401.0
9744,-314485.355324,-686.30576897
2948,70763317887.0,317565329548.413
7214,74.976384125,8846527.5
5730,7930134.10017,-9576791340396.9
6299,16099303.0,-67303555.44733
8834,15060941417.1056,32297449159.3
8257,-4.2,-3097.862200672
750,-8214702521951.8,42089144354.27
5221,3344436587.61,-2905667226299.7
8501,-59.95931678406,-300.9497
1381,734.9686,-8.271789
4358,-614600826.0,770594050.707
9058,-3853845.5,36665112.7941691
8193,-12203274743.57,-1.3666
6092,5800961.6448,-81674800709.0
9825,591124039.0,31263836458.0
209,481266959879.4,-499993538905.74
8450,-15831.8257,-34723875.6352953
2313,-693.47935,-85254529310350.0
6058,422616589.924,-412.558731
6921,-1.901,814.5071
6916,-2845813630998.99,35248589393611.6
2001,-181398811102.5,8922.0
6717,-3477339014.3,617212210149854.0
5050,96338336809883.0,-6471065996499.0
1455,-675878.42,-6169051.984355
3824,-0.4942100587,-93270805.73083
1177,-21644554869.0,-3760350801.3573
5738,-2044506.5153,260.53
8661,63240344021.0,37450333106.3
441,9569492745344.9,406051567.841
5227,862797017.6814,520007.919
5387,620.44255439,-0.2874345
2592,7827979892805.95,570288180160.63
8988,37470505.4548485,144366829233.0
9103,6.1,2307.6088
7394,-3644.9,-1373956256.0
2942,516294.3171095,4643682118.6508
4669,-496859.677401,-11.9756
3562,71081737990.1163,-6.7604596985648
5809,458.61068227,-950167827062611.0
8753,-5854431.0,85784713136.3
3798,-835257230201.549,289227559.40281
5896,4878763212.25316,11683.691043391
289,909069.262934819,556292270.54
4937,531580124.336,71030973.25
873,-7725880991.3,96099151.5264265
9,17301374573885.0,308132043.0
4889,175861.89528,-4691659606811.0
1365,7677525.93,-3.309339460609
5414,845234682538671.0,-2161748.1
6592,-451476.811581,369793917703.0
5496,809877.0,64999423785437.3
9386,21.893683,-98076024.6016972
2402,30432.0,71.53482867624
1030,6.1819512818895,2.0
3608,2262980.624,-288.831302839
7214,-560156.874229,416071087.256808
7981,-49283.743,-536485911.7
2744,-913.3398182,-52953636806.5
1764,16623.82,-773789885237396.0
1041,86.8263396788,74307.0
6232,-4034360536597.5,-25765.435244
4998,93680890114.3,-24264.65644038
784,39.5,-8488747.0
9357,2510146.528,-3036347453.0
4255,32786.164578,3674028220785.0
1618,33978314547670.9,831721.1633
7258,79433.19338,-7659240367441.0
7648,-5825840244829.0,-90.86647555313
1053,910341301711480.0,-87.16205996677
8350,682064447.472,-5293280.57804633
5491,703424022.691,-5706083358235.0
7048,-312907095287.26,34910225806.0
7132,76020358.7433497,47348919332.0
5821,91578.0,6.613746226873
138,5240.1264,-90.370875
4866,6.37,6455824737221.14
6959,-7.699257808781,-1285358841227.0
7196,85799.416236,-43.172434055999
1660,-670.995,-14206299044341.0
2069,156617184.6713,-623.787
4466,-1699866011.101,1554751444770.0
5967,-205020157881.1,-66572.41
3023,5246997108728.0,-3719846.3705204
4264,756123286626909.0,241104985217.259
3390,-7.5269,86640370392.814
4137,755944240578.0,-2223192.5
2736,-52464.0,884011707843.526
7052,750.0,-83026265735281.0
5913,-9.4282,-42234706.17
3172,7.910096,-283014201402.493
2068,926641.0,93978425030.0
8080,81255624.84151,977120378811046.0
1023,45.429615287541,47.2
6824,-5451555915418.52,7574612.192589
2039,-777877359.42825,-6240443706429.85
774,175580212182.251,98.9957114271
7564,-93729817028243.0,-81942.84667
6669,94668.626,424701671826889.0
2720,-90496366775.1,33806.0
2876,5375082285185.8,694750804737.9
708,-3.6658431,186.296
4,-8788.397387775,3.763097048374
4744,-5837405873.3,-338.8330548632
4149,788916197.2,4961.4236
9599,-4933.15,2.0
604,111.13,3194189842.12986
1318,68713390182707.0,13814715637772.0
3759,-47153120775097.9,-712.174
3328,-6340281.634,1143387.308
2374,9448730748.151,-62089.556800508
7636,-18415005.707853,342053654.94979
4792,22004.7,-205185434235.0
6845,-864395018853593.0,-5620.8
2375,-9773236954.0,47482721918.424
8377,-13763218.16,-9716413.576
6686,20.0,-837133478408.5
8243,-537201480.0,2159.5
2410,-3006.905,4.6892
3979,5834652.3,32731504775.218
7662,829652.30902,57259219393.0
3772,-15019901834541.8,45697392.0
4717,-30.75828549,87.0
5995,-23468.4469466,-969638621865451.0
999,3.1927,-88604.0
1837,-138290582627.1,136647851946.7
5763,476592650242.0,546300290115.224
1202,-210425.8,2355762191090.72
5763,24930812774.35,-7995632.451
7070,-2357753966.13,-9292.70522131
8239,2119425618.0,142469.49118618
1094,-359736897804130.0,8618.7897389187
7009,-9908429.76556,8471271.6
8175,-74.201376458,8.78988942174
9731,-79916.13,915796633.82
3746,2494991589107.0,55.74373
3269,234151079363.8,-18.69544375706
4919,7.34983029,-7271053.14705
6179,-6127429633105.2,590593622.584207
2420,59648479571044.0,-524044240.9566
1683,-827666142902.4,27836594185.98
8898,-582199.1392619,-2.3106375738
106,-74905637.44,-8659.95027603159
1873,-588991130624.5,-5952972682.5
2965,-85647533972972.6,-5829.96321
4792,-1513793390960.0,-663232014023289.0
488,47652382.57,985665261480.0
2564,498433112700706.0,6013161527824.58
2465,-791485244.76945,555494403995596.0
3893,-89405.57598,-400.322791
653,793587766.203,-402096765.8225
1019,81770386.81,26.98410866529
6203,-528268915027356.0,77758983.0
4307,-3443412058857.0,6302998682496.0
4753,30057031.3335233,72441.769777
6870,9590903.907,-141112133.0
4853,-8327.36,602799.1182
3798,46186.57353706,-252.5532772
4353,-42935608540905.1,35.2386567378
2186,-2918060165400.0,-744.6545511
4395,-19730.993529391,-60803.62776837
5097,-1036105815809.3,64739666781270.4
8471,-571075.3,628.67
495,1.0,-220.931
9022,794171801721580.0,-8386077662.0
576,9.57081315403486,-5510450754.0
4072,709941.8,-188611244.363
7739,507760.5494,-76.917
3555,-20847.369,-2.83035183522
842,84252935773.419,-3.589
1356,-2397.1,-95.40960835168
3842,-8090205391.0,-644130341676.259
7984,-3928.1026,-96.6515324
1104,-4935761.766434,-17797.1926
5107,5917.55838,92785600712.0
7641,827177649452574.0,480364106302614.0
2277,-8549.43574,115368286820536.0
4290,1525065.9,-3467204910.3
3012,-3462.825,-81442565587.383
3490,-3347901.860241,-618.685165
7433,857234072532959.0,11578.0
615,582504992.45,-298007015.0
9077,-5919989869487.0,199564709788.2
7043,-44383304.734,244346474.304
3691,100429.22,5565.51
5608,222.33536007,5176891827866.0
2077,-926.57,932447.211473
4259,2974409299.65,-5880481674199.9
7967,-3318489944.76,-24027702397.74
4232,-58637080.5,-2618002274525.96
599,17553723229637.3,-38962367.0
3036,-66176577657509.0,-1753.52
7683,-8812.816,201392000617.98
6389,-1568733808636.0,15470913.445
5118,9394201630.36,71355274932778.0
7110,46903.238429284,484426.14039992
5727,25389.939770226,-34445.0
6904,64860704.3,0.3654448362
5013,0.489327216205,-983245286439.679
2414,-76947.949,54677.920297116
5583,-990570671.0,-81831141.0
48,498012042580928.0,-285978088109889.0
2074,417871.84732048,59.9564160266755
2950,7481618289.2,594995979.65961
2433,-9542682.474258,4630441916.7
1697,-113043309939773.0,-13503.672760088
2398,719640473.2599,-5757516.0
943,3882670323058.0,73623905.0
9149,25.56981,9863286.50999
6764,-5466948.445975,-2353845072580.5
8179,1485714542411.99,4410734681.4
4951,2215.78158076829,-26235934414623.0
4976,-402301.2713,-17.73561
1878,-5310086478.624,-194448536275047.0
1820,-757032304183649.0,-9094490820301.9
4405,-7283232.738,-1315615422951.4
4216,998319445405697.0,30963484.5856
2085,-9137120832.44,-6228492.5064
1659,-7723321.76,-106428380224.877
6078,0.7899,564292534.958
608,-635440.199897708,-110572385372.7
6182,965090083294.0,557454325687.0
273,98780983216394.8,-242160369851.76
4598,3017811.73,-8436713.0
6134,9529427.2599,-423147434.68496
8182,-680.691678028,641737771317.8
198,-663585523772.0,81552487907901.0
1115,-183181624.91644,-1545.27573263
8476,70806619504.4,86563019444.92
443,-9.595677015,-74489.3
8659,7436336210.6,-638779430154.175
409,528884035068.24,-804763124345462.0
3600,7.3966,59859162166.963
5210,-84.4889,8463.0
9266,4369089981434.7,-25907.0
9634,-880805309.9522,-971878.473006585
4497,-214652074306.307,-4.4181144
8750,496434.414286,144110702427125.0
4766,70557.5973482,-7046072515830.1
4727,247465322.6,-2806.124
9461,4223.54,20935.0
3515,-947558.5867241,88.91390832528
7366,1066370660.4003,6468.77
4144,95.227,94943228427.381
6956,5.8953558565856,-721641871.6
1885,3.19125199214503,-73.709560376137
1116,6075628605732.0,-792307691440.0
693,8845363293146.63,315590879618.21
6366,618022.6761266,-856193005.17652
6,531.0,-4893937.73948112
6648,-862762728082598.0,70.7995
1593,292836410137378.0,-151306897506.92
1788,3238326839411.0,1.8861014
3094,15239797.9435,-82264028625215.0
707,-2278266174178.0,32579645868.0
4007,-3883763021.6,152853.9918693
2948,0.0,424737086989.1
2408,-1642392793048.7,-931.31
5204,-19629.322,-6.6707891
5648,-15.39,8.46254847
8985,-476304394.778,25074177.423
3993,58632683404279.8,575819440.424553
4950,302941284.695,-3.0
4725,-186561283850723.0,-26114715140307.0
6070,-7767416255.359,-2849088869847.5
9561,-5821.109,-2.0
7267,-92126245.174,431610.22922962
1848,-42494946862783.0,1.583129
8663,-626781076344.419,670937.62781
1521,792.2821688346,518050973.293536
7497,-85704823349404.7,926071765350.4
5863,-42242216728.141,-1634576645143.62
7192,5180847.4,-7497910481.912
8991,74583077.341784,115124735274119.0
9948,6733403038.59,-95808587.41
6602,-85.21406492072,121888146545154.0
386,-22.9917,-575285964620777.0
2960,-8336436286.3059,-398701.5914124
5880,-7331740321.71382,488471415208047.0
9512,872926617368.0,9362116.25618747
117,4426.28798951,-6858901.931838
590,-193238965521.0,-3254992711.213
206,55422.3399924481,-911.9329389
3229,-91967274683134.4,-7.8838325493911
9946,936.6445012,49435431352872.1
5127,-8343505016830.59,-56993.522
5776,-74371.2,881.0
7339,-35919256713.6685,10608926.17
81,-5.8563,-73214493675.728
1890,62966.7570597594,-80383702234.98
654,-4.2041824,284.86932
9746,-383740637482.2,977419596846.1
4295,60186442.6,-89222163.5
2618,81661755748118.1,-1.99
4669,-102167.497955289,-46906.0
1049,-628.0,7639956149.35788
702,-3561.5952306346,216820328.0
6165,-862849445880345.0,8480664550091.4
4460,-3558.7048643239,-31470250.69
6336,4028587077.532,-273367604.3
6322,5005861865.3642,-34303977083067.0
3647,-861.25352,3423265772675.57
7068,66668077578695.8,-312.748
9243,-9646259.46,-5488558141.9156
7273,201613176984.0,-4934902526252.8
6743,4487195.394269,398458035.452441
6894,19362886117.0,221648.218481024
1422,-9420299068.5,862070.371
62,235695447287.21,2957.626407
5507,-840.67011857,2541998772256.0
6098,243274031.729,8885297.870066
2298,21.13989397973,5860523030.60824
5852,58108498331180.0,-427282364178657.0
5412,-756140409457607.0,34273.14911606
6966,-2.2526122,-8651175.522404
5431,9080750262.16,-22423.8212293455
2385,710389930030.15,156723278411488.0
4475,7915.0,-385746125.788618
3898,-529016115019036.0,797013800.27236
9098,76573177560208.0,-4778771531875.0
8528,-43761555.0,60079.898932094
8390,876916771608.0,811274620357.231
8308,691335105627.0,-77982476555.4
904,675.71,56791568.1451
9929,79573.249,81948955.9
8170,-5333400946.988,-997410.1710173
2259,-896236545540.0,-67023.48611
2580,-93117732.176799,97898909.8719468
8619,-81952588.15846,55872620.571
21,-7740172618877.29,-989206.4633
7377,-67278537434973.4,703.872109893
8341,-10261394703758.5,615.8814003241
7057,-9129945.5,-3686.0
8736,-840137086357529.0,-1002.8
8161,-2783626735451.4,8776110857245.45
6296,84551151149.0,1857718.165
9288,563864125.339,-4750900559375.0
9633,-275178.771645,-78607.21
3035,583461.22,-548.177339439
4873,287.4237112,-833.22
5392,284604226396.1,876049.32924
9242,706.7,-333.8794959
3049,-6130951331.265,680134986158.8
1334,-3381320861.42,-88319604.0
1810,9037796505300.0,-736148212562460.0
6388,-5433.7320515,-69028.18
4474,-30.2320012,395.66425127
6086,-93299451743.0,-13086121383421.0
7790,-658449.972517,30611090256764.7
1652,48510017174723.0,-80473.5
9343,140.581155127858,-493.21
3027,-270.27,-599375243.931
5801,-79935039.0,559618023211548.0
1958,72960078798697.0,-77535721462948.3
5808,564945504.9,-99599671955308.0
4707,-408691.4,9.0
9060,10354131485.5,-81868661943822.5
2974,622345477.41,72.1171723684196
3493,-61785128134.23,-56005193537398.8
7534,-9992636573.57,5519.33
2416,-1127056808.32974,907.539671
741,-7.185,-820859378536515.0
9339,-27022288.76755,-627483665646727.0
7815,500598689.53,56212.62
